Y,X1,X2
606232,913,664
445280,880,506
331936,902,368
327584,464,706
323190,630,513
39440,680,58
227964,942,242
324576,336,966
100568,104,967
248948,523,476
544602,834,653
115992,716,162
212064,282,752
785473,923,851
59928,908,66
683196,867,788
922992,938,984
135415,511,265
501038,758,661
86172,668,129
48640,380,128
169724,562,302
98010,810,121
65199,211,309
443208,626,708
187272,324,578
491466,606,811
668564,989,676
152388,918,166
556956,573,972
148735,985,151
332992,352,946
4662,9,518
153387,351,437
274260,653,420
623038,806,773
152799,961,159
26362,269,98
771756,876,881
483630,705,686
684978,694,987
93632,532,176
384028,652,589
255067,673,379
76626,86,891
210210,462,455
67183,529,127
365424,368,993
357028,574,622
347545,355,979
75749,359,211
399916,596,671
141064,916,154
7182,114,63
3699,137,27
771210,855,902
5168,8,646
215878,299,722
476386,626,761
388485,801,485
2924,34,86
391104,776,504
4800,24,200
41985,135,311
132352,376,352
94248,792,119
252720,810,312
23142,38,609
45760,220,208
129876,822,158
359640,999,360
329004,481,684
309330,630,491
560880,760,738
178784,302,592
418823,491,853
16280,407,40
43365,735,59
332633,779,427
155250,250,621
287266,578,497
355157,913,389
171171,231,741
209475,399,525
210769,523,403
187523,301,623
67200,280,240
4452,28,159
663040,740,896
782340,885,884
92820,510,182
304624,964,316
757740,865,876
448900,670,670
186963,307,609
237120,304,780
500229,573,873
520100,743,700
313568,956,328
24747,73,339
311014,737,422
746282,958,779
254553,793,321
327574,586,559
6650,175,38
126525,525,241
84148,218,386
118922,613,194
247050,915,270
127296,272,468
370224,857,432
7000,40,175
305424,808,378
628035,843,745
191777,493,389
497216,544,914
196116,831,236
119652,236,507
236418,273,866
69650,398,175
730845,981,745
674338,686,983
135803,139,977
290754,557,522
290540,365,796
512325,891,575
303048,488,621
140382,709,198
360220,434,830
681795,695,981
35364,84,421
778794,879,886
159724,292,547
58216,383,152
456831,579,789
339815,511,665
168912,207,816
51597,351,147
140378,271,518
221160,388,570
191456,248,772
30560,40,764
60237,207,291
22896,24,954
604164,759,796
90720,135,672
264208,337,784
197736,749,264
152149,653,233
110466,722,153
24030,890,27
22925,917,25
599470,794,755
57362,58,989
775040,865,896
42174,639,66
42642,46,927
376138,802,469
96525,715,135
1125,45,25
130795,505,259
213120,720,296
26208,117,224
304140,370,822
153500,250,614
729147,867,841
470856,552,853
84309,537,157
127840,188,680
160500,642,250
232677,753,309
25312,226,112
47135,55,857
668034,801,834
586177,697,841
21840,26,840
33570,90,373
321399,533,603
772350,813,950
44778,439,102
420480,960,438
28497,59,483
162268,718,226
437778,594,737
24882,26,957
894432,968,924
286750,370,775
14400,50,288
147060,171,860
108224,304,356
622554,817,762
51255,765,67
73780,217,340
1924,4,481
14123,487,29
257397,721,357
165550,473,350
683029,797,857
59865,195,307
100657,191,527
199800,222,900
145408,256,568
197960,490,404
58125,125,465
52419,303,173
497526,606,821
69280,160,433
41724,171,244
266805,441,605
148506,159,934
174384,692,252
438235,665,659
564276,797,708
36663,363,101
71604,78,918
57514,193,298
257335,481,535
10485,233,45
157620,555,284
608006,634,959
545950,895,610
592130,770,769
28044,36,779
435843,613,711
169949,221,769
542126,754,719
433290,858,505
391524,708,553
22842,27,846
342081,597,573
46176,312,148
153135,615,249
97388,388,251
114036,129,884
570625,625,913
122500,490,250
836201,883,947
429505,815,527
108514,161,674
8554,658,13
158976,576,276
50176,56,896
310780,379,820
423504,519,816
301467,317,951
29145,145,201
174151,349,499
299684,973,308
339716,611,556
391065,841,465
6768,94,72
334126,923,362
199155,255,781
8690,10,869
134112,762,176
718614,747,962
360036,876,411
639984,804,796
465423,777,599
24961,229,109
6290,10,629
644540,740,871
523833,849,617
297510,470,633
203412,402,506
174286,422,413
362730,565,642
219982,827,266
510180,773,660
545456,934,584
33640,290,116
309952,928,334
586872,741,792
250904,397,632
463779,579,801
116350,895,130
191868,708,271
648103,739,877
622188,823,756
101460,356,285
7098,13,546
286925,575,499
118560,624,190
341348,668,511
476736,573,832
85921,107,803
748722,993,754
428346,477,898
202300,850,238
95508,126,758
242080,356,680
776243,841,923
64201,109,589
153759,321,479
638589,647,987
246684,732,337
363664,952,382
221334,222,997
653975,925,707
151710,195,778
138232,934,148
115290,135,854
194260,220,883
424328,899,472
32695,65,503
26220,69,380
292937,641,457
980,28,35
639324,826,774
482349,721,669
106500,142,750
286026,386,741
296352,784,378
490670,706,695
509712,861,592
36340,92,395
282204,702,402
25080,40,627
135415,371,365
65249,919,71
30765,879,35
478036,754,634
84588,532,159
760106,977,778
464412,507,916
187580,415,452
62115,615,101
192995,319,605
148131,327,453
140128,302,464
437656,964,454
375735,555,677
17420,65,268
449055,587,765
44940,60,749
249690,410,609
329348,548,601
205200,570,360
723200,904,800
88110,165,534
637331,947,673
58380,139,420
364905,477,765
119799,459,261
248240,464,535
189392,356,532
5379,33,163
190652,619,308
30458,157,194
105592,394,268
65124,324,201
430900,556,775
204204,231,884
261936,306,856
46512,114,408
1099,7,157
77816,137,568
51789,61,849
132864,384,346
448902,918,489
701088,872,804
66912,136,492
841572,873,964
208164,498,418
7434,413,18
54450,150,363
115374,574,201
380622,438,869
430660,706,610
745470,753,990
480024,904,531
273953,989,277
386,1,386
21275,575,37
4277,611,7
852390,990,861
573530,691,830
31758,79,402
322542,594,543
251064,634,396
666400,980,680
71889,93,773
36707,781,47
231393,563,411
53504,209,256
448822,506,887
27117,131,207
55104,492,112
200364,354,566
314388,852,369
316566,387,818
258441,831,311
165420,180,919
174306,834,209
569560,982,580
855369,941,909
691320,823,840
99636,114,874
6305,485,13
62300,100,623
349125,475,735
90423,459,197
634446,837,758
76725,279,275
65988,94,702
229923,433,531
116234,178,653
278528,512,544
56070,534,105
6302,23,274
858783,977,879
32915,227,145
227298,881,258
248810,278,895
47432,49,968
132132,858,154
308632,446,692
3996,333,12
27168,566,48
58616,431,136
153216,448,342
143040,596,240
373642,823,454
923832,936,987
55878,201,278
46526,541,86
45465,105,433
7263,807,9
540826,682,793
191622,654,293
224418,662,339
18018,99,182
7868,562,14
71760,184,390
330904,532,622
915813,963,951
34916,812,43
648552,886,732
512653,853,601
707847,911,777
198852,219,908
3300,22,150
909000,1000,909
326263,367,889
225008,656,343
106513,253,421
428260,644,665
456704,892,512
247312,656,377
81840,620,132
785106,837,938
359352,434,828
206276,742,278
141810,174,815
162274,173,938
14058,71,198
598136,616,971
152460,726,210
762702,802,951
117944,184,641
334170,705,474
60858,147,414
51333,723,71
74074,481,154
87210,90,969
89752,863,104
104594,241,434
15158,22,689
508950,725,702
729027,871,837
772350,813,950
58835,287,205
232888,677,344
356562,558,639
27565,149,185
19450,389,50
377330,389,970
283513,509,557
291276,783,372
164095,887,185
267930,458,585
159201,171,931
4995,333,15
31609,73,433
89298,738,121
476463,643,741
35258,61,578
841050,890,945
3210,6,535
160632,582,276
35776,52,688
5040,105,48
81702,102,801
413224,628,658
29606,131,226
67104,72,932
643055,665,967
227040,528,430
320518,857,374
137946,554,249
131400,365,360
44022,46,957
454116,852,533
125118,662,189
321930,438,735
611204,958,638
514080,595,864
3478,94,37
336607,823,409
140650,145,970
304968,524,582
23088,78,296
46080,720,64
7612,11,692
553340,758,730
423423,693,611
98120,440,223
311240,502,620
39053,49,797
87668,434,202
137540,529,260
57018,258,221
82110,85,966
220507,763,289
146168,151,968
65160,724,90
671558,958,701
102555,387,265
56758,962,59
121986,502,243
192402,509,378
73472,128,574
471678,762,619
255968,304,842
17958,41,438
6731,127,53
383827,829,463
71489,737,97
651064,839,776
121920,192,635
16416,171,96
79477,89,893
327860,388,845
491132,617,796
51856,463,112
343371,581,591
30870,210,147
837292,874,958
844974,897,942
379000,1000,379
162180,204,795
5871,103,57
178568,221,808
401166,782,513
850176,864,984
578454,687,842
160832,359,448
176788,916,193
232407,441,527
31320,116,270
746898,843,886
71379,231,309
155178,233,666
123424,464,266
375900,537,700
43645,215,203
236593,511,463
133650,198,675
149904,694,216
5184,72,72
29505,35,843
42164,83,508
457250,775,590
303264,624,486
152082,994,153
395170,919,430
136565,955,143
56816,848,67
903,21,43
433132,868,499
40110,191,210
189472,992,191
104601,119,879
362578,911,398
144443,533,271
58896,818,72
126016,179,704
293926,523,562
373352,452,826
259200,900,288
206712,891,232
407340,930,438
58464,504,116
53240,121,440
272283,407,669
428460,965,444
51376,676,76
91489,191,479
411230,590,697
442494,549,806
595634,806,739
284004,414,686
135600,452,300
165222,411,402
619476,627,988
180294,302,597
98930,761,130
516110,707,730
19701,33,597
26298,974,27
244701,477,513
139200,480,290
105530,305,346
19351,523,37
9328,16,583
110880,288,385
230955,519,445
485000,625,776
511100,538,950
342990,555,618
81220,310,262
113391,293,387
64768,368,176
34920,90,388
456750,522,875
224724,244,921
154896,461,336
124485,215,579
210102,722,291
15540,420,37
10512,219,48
656069,743,883
5180,148,35
116550,259,450
93280,352,265
697554,813,858
23400,195,120
222376,418,532
208296,264,789
212476,484,439
183843,297,619
215774,559,386
6077,103,59
671960,856,785
680200,895,760
348076,692,503
907200,945,960
337000,1000,337
2453,223,11
142020,263,540
374731,799,469
611325,855,715
212164,899,236
434070,742,585
140180,652,215
980,4,245
153252,774,198
166543,299,557
69904,136,514
27108,54,502
248265,405,613
329536,608,542
350740,494,710
22866,103,222
219780,594,370
11947,13,919
92480,544,170
438444,641,684
6482,7,926
419418,863,486
413525,695,595
379315,535,709
155617,329,473
127712,307,416
490630,602,815
92442,213,434
363375,375,969
267231,951,281
189288,478,396
364854,511,714
167076,204,819
80543,337,239
387535,895,433
551893,937,589
185310,710,261
102808,724,142
692664,868,798
72358,242,299
3230,323,10
25694,58,443
6962,118,59
256740,389,660
300150,522,575
525672,588,894
85974,89,966
694980,715,972
11662,14,833
199306,454,439
674424,684,986
125160,210,596
70305,129,545
210494,697,302
347480,511,680
294300,300,981
442975,611,725
120990,545,222
9243,79,117
338679,933,363
2802,6,467
55275,165,335
717360,784,915
476440,860,554
41140,44,935
312664,968,323
107464,404,266
656484,723,908
132466,619,214
331704,612,542
21855,47,465
39054,849,46
274176,384,714
414700,572,725
652098,866,753
54320,388,140
959180,995,964
931980,980,951
74752,512,146
58527,929,63
67536,201,336
192510,207,930
270510,710,381
505256,922,548
203957,377,541
456808,638,716
448220,730,614
241779,249,971
220206,321,686
686348,788,871
325125,425,765
169100,475,356
240979,397,607
115391,173,667
32778,54,607
232263,393,591
107694,558,193
136895,209,655
15624,124,126
412485,535,771
394695,735,537
704365,895,787
289826,526,551
314188,686,458
127887,907,141
187680,272,690
51948,962,54
204633,351,583
654976,731,896
635376,976,651
46764,433,108
68527,139,493
579348,693,836
475615,635,749
385416,636,606
339031,539,629
728800,911,800
18383,593,31
632820,995,636
597372,743,804
136512,632,216
367824,582,632
340233,381,893
576798,753,766
15318,18,851
170820,390,438
81977,239,343
141940,188,755
84036,596,141
112491,431,261
128520,714,180
121374,198,613
524385,645,813
272630,274,995
154770,737,210
31152,48,649
359285,397,905
690060,795,868
107856,504,214
72842,473,154
357315,615,581
874144,944,926
293410,481,610
443548,868,511
563439,641,879
863136,888,972
503616,688,732
135873,487,279
210700,350,602
303105,501,605
157046,298,527
270297,639,423
207972,218,954
702625,803,875
648818,809,802
56444,206,274
71280,594,120
739205,815,907
639561,713,897
400054,634,631
501278,953,526
383000,500,766
5076,108,47
89376,304,294
421443,473,891
404690,566,715
11305,17,665
383760,984,390
920260,979,940
20838,69,302
295929,753,393
141075,513,275
277692,951,292
141376,752,188
2430,810,3
15606,459,34
57018,78,731
121108,884,137
151313,449,337
343036,898,382
147672,293,504
88173,909,97
73359,171,429
145524,362,402
536670,603,890
285516,308,927
203346,869,234
299700,925,324
912908,964,947
63115,971,65
3120,80,39
173340,642,270
505393,959,527
94302,507,186
101346,381,266
613892,668,919
155925,675,231
543672,839,648
58656,416,141
94128,592,159
143988,676,213
152096,784,194
190293,463,411
217686,426,511
389827,997,391
35417,107,331
133250,205,650
343392,511,672
67840,128,530
597181,923,647
338000,676,500
801135,855,937
221020,257,860
531702,542,981
133917,911,147
347270,451,770
159512,314,508
582220,860,677
261786,542,483
656358,834,787
301780,955,316
5597,29,193
325374,366,889
118286,994,119
58028,163,356
632472,722,876
344540,460,749
65297,391,167
239500,479,500
573160,644,890
254919,427,597
134775,225,599
35595,565,63
71285,265,269
418625,425,985
377676,702,538
67377,607,111
103124,203,508
447066,459,974
63495,765,83
588588,637,924
56416,172,328
714219,941,759
177030,315,562
396576,972,408
93726,254,369
40140,669,60
118500,948,125
77175,175,441
364176,843,432
408672,946,432
967,1,967
42718,106,403
853846,859,994
720525,975,739
458328,676,678
922792,934,988
70576,401,176
148392,324,458
54116,326,166
247506,498,497
658308,714,922
591851,689,859
382464,664,576
29648,136,218
357544,478,748
62550,75,834
245295,621,395
363972,588,619
25380,470,54
88725,175,507
231988,983,236
37884,123,308
122500,980,125
557662,653,854
410150,631,650
180612,692,261
166155,285,583
5628,268,21
171504,432,397
197806,398,497
92322,669,138
306976,724,424
46760,140,334
225638,454,497
606886,938,647
5796,21,276
449250,750,599
145684,301,484
203130,915,222
709205,881,805
38190,570,67
69430,530,131
487113,957,509
137620,140,983
153260,970,158
317440,512,620
425226,786,541
412566,517,798
26042,898,29
605720,760,797
206822,374,553
627792,957,656
527156,938,562
32832,864,38
4312,308,14
166044,404,411
864000,1000,864
653430,947,690
482125,725,665
91872,96,957
258509,961,269
143208,663,216
508528,859,592
128700,990,130
346293,981,353
596054,799,746
93024,646,144
371943,561,663
77440,605,128
129430,602,215
85796,356,241
70610,614,115
24321,201,121
81719,437,187
1156,68,17
107327,121,887
127410,137,930
242204,401,604
546315,847,645
176638,259,682
98080,160,613
250974,382,657
204477,321,637
122360,322,380
755157,871,867
8671,667,13
261490,331,790
106666,266,401
28755,135,213
228919,851,269
258108,411,628
222264,324,686
20010,29,690
504678,699,722
85008,161,528
137388,214,642
580176,711,816
85162,869,98
216232,604,358
595625,953,625
447712,823,544
400680,424,945
238620,970,246
14168,184,77
176351,427,413
56135,109,515
2715,905,3
255,255,1
81750,218,375
301184,724,416
490475,853,575
748490,841,890
112924,259,436
350896,964,364
89870,110,817
175158,666,263
385332,652,591
151264,464,326
523689,681,769
138395,445,311
116900,700,167
99653,439,227
489137,583,839
320460,980,327
86636,716,121
599798,998,601
63140,70,902
152721,213,717
184814,301,614
743070,930,799
75051,93,807
243360,260,936
196196,308,637
7240,905,8
468414,477,982
53360,460,116
401280,608,660
74592,112,666
94481,883,107
611601,717,853
21868,22,994
525626,977,538
64320,960,67
36800,230,160
92214,423,218
615670,965,638
279204,636,439
41600,128,325
205920,240,858
585600,732,800
151728,872,174
278616,456,611
328300,980,335
18192,48,379
592766,953,622
127800,300,426
21390,69,310
491283,741,663
2544,6,424
34164,876,39
48444,367,132
214085,911,235
785540,868,905
64980,855,76
13113,93,141
878976,896,981
397305,405,981
346125,975,355
165021,821,201
242503,281,863
769129,877,877
157974,226,699
683893,821,833
33019,371,89
247401,693,357
92016,432,213
487509,561,869
761345,845,901
15232,238,64
147498,403,366
760338,797,954
3500,28,125
711012,921,772
696984,771,904
636361,913,697
176001,609,289
268710,338,795
327642,807,406
116025,273,425
610698,627,974
48438,78,621
350374,478,733
185007,249,743
445312,568,784
151060,166,910
541548,588,921
378266,574,659
80736,841,96
635284,643,988
833280,960,868
532008,821,648
143706,258,557
684834,727,942
257070,418,615
107578,361,298
226260,838,270
317015,355,893
407117,919,443
444850,574,775
209223,861,243
80481,139,579
292215,385,759
280105,371,755
121401,987,123
54372,69,788
105078,166,633
105006,814,129
332929,577,577
345464,868,398
36288,252,144
479391,597,803
28140,140,201
19314,74,261
105060,309,340
285243,289,987
180908,364,497
208027,751,277
160362,354,453
184788,261,708
234549,511,459
393855,605,651
155397,561,277
10700,107,100
19936,356,56
310336,373,832
246192,892,276
131937,663,199
475354,697,682
259740,780,333
352092,962,366
485792,752,646
194798,563,346
353718,387,914
8700,435,20
438555,845,519
72345,91,795
223508,284,787
108264,347,312
243015,953,255
769920,960,802
209277,337,621
51520,92,560
472960,739,640
96120,534,180
814385,871,935
89639,319,281
337008,354,952
371490,915,406
1470,6,245
317186,491,646
374958,563,666
412920,620,666
315252,567,556
83616,312,268
508992,528,964
11370,15,758
786174,849,926
514494,909,566
247806,353,702
262240,298,880
327820,370,886
495976,502,988
312116,628,497
184494,317,582
338652,818,414
2076,3,692
643865,655,983
97152,368,264
709632,896,792
45854,202,227
317101,391,811
331985,335,991
126399,273,463
563296,928,607
469942,521,902
774400,800,968
518976,636,816
58290,335,174
15341,23,667
6330,30,211
246542,262,941
56066,194,289
483750,750,645
98046,419,234
121210,155,782
642180,924,695
80357,107,751
761,761,1
121836,923,132
302225,385,785
730074,813,898
209223,729,287
8008,91,88
307325,647,475
638302,889,718
222534,702,317
899445,983,915
22607,611,37
445974,478,933
226464,672,337
160229,983,163
6664,98,68
248,31,8
73,1,73
3690,90,41
448,14,32
288,32,9
3731,91,41
5775,75,77
144,3,48
97,97,1
4081,77,53
5467,77,71
4148,68,61
3264,64,51
200,50,4
520,40,13
2625,75,35
539,11,49
525,21,25
5247,99,53
1830,30,61
1547,17,91
880,22,40
2584,38,68
6432,67,96
4154,62,67
6231,93,67
5920,74,80
2196,61,36
354,59,6
4810,74,65
1495,65,23
7920,80,99
6720,70,96
4324,46,94
5060,55,92
154,2,77
2622,46,57
1216,38,32
55,5,11
9405,99,95
328,82,4
826,14,59
88,11,8
4350,50,87
5548,73,76
2079,99,21
477,9,53
3640,52,70
1755,27,65
1518,66,23
108,2,54
3212,73,44
1200,100,12
1575,25,63
3996,54,74
7980,84,95
1504,32,47
825,11,75
2340,45,52
7055,85,83
850,34,25
147,49,3
1000,50,20
8428,86,98
186,6,31
48,4,12
2914,62,47
2040,40,51
148,74,2
7326,74,99
2548,26,98
1196,13,92
855,9,95
980,35,28
2394,63,38
3128,34,92
5112,71,72
1980,99,20
574,41,14
3880,40,97
672,12,56
4875,65,75
2805,85,33
3264,96,34
644,7,92
4320,45,96
5247,53,99
160,10,16
270,27,10
414,46,9
357,7,51
8526,98,87
4200,100,42
2898,63,46
2976,32,93
3072,48,64
1518,22,69
960,10,96
400,80,5
175,5,35
1008,42,24
2528,32,79
3564,99,36
1014,39,26
84,84,1
1400,56,25
1144,26,44
572,52,11
2494,29,86
720,16,45
1914,33,58
204,12,17
323,19,17
6270,66,95
1917,27,71
2688,28,96
2867,61,47
2028,26,78
462,77,6
2788,82,34
7315,95,77
33,11,3
3002,79,38
540,6,90
4784,52,92
264,4,66
4214,86,49
1540,55,28
1500,30,50
2088,87,24
588,6,98
3652,44,83
5607,89,63
924,14,66
429,39,11
2040,85,24
4030,65,62
6205,85,73
40,2,20
1344,21,64
1360,68,20
105,3,35
1298,22,59
3400,68,50
150,2,75
735,49,15
520,13,40
600,10,60
192,12,16
4992,78,64
1411,83,17
4160,65,64
5451,69,79
5775,75,77
1260,84,15
792,24,33
5112,72,71
684,12,57
2257,37,61
3332,98,34
1176,21,56
2378,41,58
6716,73,92
630,35,18
6808,74,92
3060,90,34
2150,50,43
1350,45,30
1596,21,76
6391,83,77
874,46,19
440,22,20
3569,43,83
1683,33,51
378,18,21
125,5,25
2490,83,30
630,45,14
1386,63,22
3888,48,81
6308,76,83
8160,96,85
5568,96,58
3212,44,73
1369,37,37
2625,75,35
715,13,55
4050,75,54
1746,97,18
4823,53,91
1392,58,24
16,16,1
5368,88,61
224,8,28
4756,58,82
780,30,26
1482,39,38
1976,38,52
2340,52,45
1992,24,83
2256,47,48
2736,76,36
385,55,7
840,24,35
24,4,6
180,36,5
1825,25,73
2145,55,39
7161,93,77
1176,98,12
5070,78,65
28,7,4
5475,73,75
4680,78,60
210,6,35
2405,65,37
8245,97,85
1917,27,71
1560,52,30
2496,32,78
2520,40,63
3430,35,98
748,68,11
20,10,2
6715,85,79
6052,89,68
1066,13,82
560,35,16
160,40,4
6885,85,81
345,15,23
4410,45,98
2200,25,88
6688,76,88
1547,17,91
1495,23,65
1755,45,39
7315,77,95
1520,80,19
950,25,38
605,11,55
6764,76,89
53,53,1
7476,84,89
4752,54,88
168,14,12
5800,100,58
760,20,38
280,35,8
4686,71,66
2679,47,57
5986,73,82
570,15,38
864,96,9
6156,81,76
1166,22,53
152,2,76
6097,67,91
189,27,7
1632,48,34
1530,90,17
369,41,9
4399,53,83
438,6,73
1551,33,47
2546,38,67
420,84,5
22,22,1
3456,36,96
15,3,5
208,4,52
3621,71,51
2156,44,49
5488,98,56
222,74,3
70,70,1
1886,46,41
124,4,31
5727,69,83
108,9,12
2744,28,98
936,39,24
3960,90,44
2091,41,51
270,30,9
2156,44,49
4355,67,65
3910,46,85
118,59,2
979,89,11
2132,82,26
3783,39,97
374,34,11
7178,74,97
188,94,2
2296,41,56
1054,17,62
13,1,13
1335,89,15
6348,92,69
1380,46,30
2914,31,94
5760,80,72
5963,89,67
4399,53,83
825,75,11
2430,54,45
3237,83,39
8554,94,91
4788,63,76
7857,81,97
6175,95,65
3948,94,42
5146,83,62
646,38,17
4753,49,97
230,5,46
2565,45,57
3350,50,67
2952,41,72
384,6,64
2350,47,50
1612,31,52
1152,64,18
2350,25,94
1440,20,72
6300,70,90
325,13,25
3186,59,54
5060,92,55
3060,90,34
2726,47,58
5200,65,80
350,7,50
2624,82,32
580,20,29
570,95,6
1650,25,66
144,18,8
1984,31,64
1475,59,25
1972,29,68
6486,94,69
2640,40,66
4235,55,77
530,53,10
6528,96,68
595,17,35
1276,58,22
1680,21,80
780,26,30
5320,76,70
1064,56,19
1771,23,77
530,53,10
4224,88,48
528,8,66
5628,67,84
33,1,33
4026,61,66
3871,49,79
300,10,30
1254,66,19
2542,41,62
4510,55,82
1377,51,27
285,15,19
1530,90,17
1935,43,45
7290,90,81
1300,20,65
948,12,79
561,51,11
1488,62,24
6734,91,74
4292,74,58
897,39,23
56,2,28
5175,75,69
3168,33,96
1980,90,22
1022,14,73
1767,31,57
2046,62,33
1204,14,86
2553,69,37
4095,45,91
56,2,28
90,6,15
8232,98,84
2208,24,92
2867,47,61
1998,54,37
5670,90,63
8256,96,86
900,10,90
3174,69,46
1504,94,16
1989,39,51
1080,24,45
3243,47,69
1428,34,42
1350,54,25
7644,91,84
6390,71,90
7225,85,85
1564,23,68
2016,56,36
5950,85,70
93,31,3
2380,85,28
595,17,35
1980,20,99
5000,50,100
3906,42,93
275,25,11
999,37,27
56,1,56
1656,72,23
3760,47,80
1675,67,25
8811,99,89
234,3,78
507,39,13
648,72,9
3350,50,67
64,16,4
1548,18,86
2970,55,54
418,19,22
1581,51,31
7920,80,99
1692,47,36
6270,66,95
3430,35,98
3996,74,54
800,50,16
4131,51,81
3960,40,99
2156,98,22
3441,37,93
550,22,25
4730,55,86
825,15,55
3916,44,89
7821,99,79
1445,17,85
1840,40,46
1536,16,96
1200,60,20
1800,18,100
1188,22,54
3332,68,49
5016,57,88
1241,17,73
1320,55,24
7802,94,83
5035,95,53
7300,73,100
5795,61,95
3266,46,71
476,68,7
416,13,32
1900,95,20
962,74,13
924,44,21
913,11,83
4984,89,56
5893,83,71
536,8,67
2646,63,42
1110,15,74
2370,30,79
1104,48,23
710,71,10
1000,25,40
3825,51,75
7900,100,79
252,6,42
8188,89,92
5214,66,79
6351,87,73
4860,60,81
1372,98,14
1045,95,11
4818,66,73
3735,45,83
7200,75,96
3968,64,62
1989,39,51
2394,38,63
5022,62,81
2805,85,33
1128,24,47
6873,87,79
840,42,20
6840,90,76
4650,62,75
4212,54,78
7410,95,78
2040,85,24
1520,95,16
2465,29,85
2037,97,21
57,1,57
4480,64,70
4876,53,92
1422,79,18
3458,91,38
1080,12,90
203,7,29
4864,76,64
504,12,42
666,37,18
4941,61,81
3268,76,43
527,31,17
4418,47,94
2201,31,71
3904,64,61
288,12,24
6348,69,92
1300,25,52
360,45,8
4233,51,83
350,50,7
308,14,22
440,88,5
3440,86,40
195,65,3
261,9,29
2760,92,30
6030,67,90
1496,44,34
5022,54,93
1344,14,96
5460,84,65
3300,33,100
7100,100,71
2030,29,70
855,19,45
158,2,79
2160,54,40
4800,96,50
7566,97,78
4482,83,54
1008,12,84
3311,77,43
429,13,33
2296,28,82
9900,99,100
882,98,9
871,67,13
2340,60,39
1035,45,23
2632,94,28
1674,27,62
1904,56,34
480,10,48
1598,94,17
2975,85,35
2632,28,94
3717,63,59
150,3,50
2940,49,60
5096,98,52
2945,95,31
2139,31,69
56,1,56
3120,60,52
4214,43,98
3916,44,89
4080,60,68
126,9,14
4800,75,64
570,38,15
810,15,54
2015,31,65
1170,18,65
2450,50,49
912,24,38
3069,99,31
690,69,10
392,4,98
1746,18,97
276,69,4
1632,48,34
224,28,8
3776,64,59
660,33,20
1691,19,89
1272,24,53
4745,73,65
1140,20,57
5358,94,57
4650,75,62
980,28,35
148,74,2
803,73,11
476,17,28
4150,83,50
20,20,1
224,7,32
5607,89,63
728,8,91
1332,37,36
287,7,41
183,61,3
1696,53,32
3835,59,65
2916,81,36
2508,76,33
4150,83,50
612,9,68
22,2,11
1400,56,25
2262,87,26
2546,38,67
1128,47,24
291,97,3
4002,46,87
65,13,5
4389,77,57
1005,15,67
5100,75,68
420,30,14
5940,60,99
5684,98,58
175,7,25
1615,95,17
322,14,23
7820,92,85
3108,84,37
1075,43,25
185,5,37
2418,62,39
780,78,10
686,49,14
759,69,11
4446,78,57
204,51,4
3640,91,40
1358,14,97
380,5,76
2898,42,69
3249,57,57
5016,66,76
945,15,63
3036,33,92
85,17,5
2160,72,30
609,7,87
4100,50,82
848,53,16
2688,28,96
828,92,9
4592,56,82
4896,72,68
870,10,87
736,8,92
1980,36,55
3888,72,54
560,80,7
1225,25,49
4225,65,65
3360,70,48
5544,77,72
2726,94,29
3496,92,38
216,4,54
520,40,13
4964,68,73
216,72,3
3082,67,46
1711,59,29
2204,29,76
2100,50,42
3440,86,40
3953,67,59
5192,88,59
1215,81,15
1539,81,19
480,24,20
6768,94,72
3276,42,78
8084,86,94
187,11,17
70,70,1
286,22,13
2025,27,75
5390,77,70
2278,34,67
924,33,28
748,34,22
8700,100,87
3182,86,37
980,20,49
3100,31,100
1701,21,81
2262,87,26
4680,78,60
232,8,29
4617,81,57
348,12,29
3135,33,95
1008,18,56
1625,65,25
3465,45,77
1092,28,39
2904,66,44
4032,84,48
232,4,58
48,4,12
360,5,72
2800,70,40
2584,76,34
8556,93,92
42,14,3
6052,68,89
5088,96,53
48,2,24
4964,73,68
638,22,29
3472,56,62
950,95,10
2030,70,29
288,8,36
4761,69,69
437,19,23
3066,73,42
1782,54,33
297,3,99
132,66,2
3003,33,91
1100,55,20
481,37,13
144,36,4
648,9,72
7790,95,82
352,44,8
292,4,73
726,11,66
5346,81,66
4800,50,96
2844,79,36
3422,59,58
8918,98,91
240,12,20
405,9,45
110,10,11
2091,51,41
7452,81,92
3116,38,82
2106,26,81
1200,60,20
820,82,10
390,65,6
5044,97,52
1054,62,17
6660,90,74
7566,78,97
1342,61,22
624,16,39
3200,80,40
301,43,7
5360,80,67
1872,72,26
2916,54,54
2772,28,99
1000,25,40
3456,64,54
21,7,3
6642,82,81
1034,94,11
6552,78,84
4104,76,54
5133,59,87
5874,89,66
3003,91,33
3952,52,76
2528,79,32
210,14,15
2356,76,31
4332,76,57
224,32,7
4836,78,62
756,54,14
3008,32,94
1932,42,46
5418,63,86
154,77,2
1162,83,14
576,12,48
689,13,53
4950,90,55
3784,86,44
702,78,9
1080,72,15
2958,51,58
4600,92,50
5952,64,93
96,6,16
2080,80,26
1156,68,17
5400,75,72
1870,85,22
7896,94,84
710,71,10
4650,50,93
1518,33,46
356,89,4
1908,53,36
395,79,5
2025,75,27
880,88,10
8460,90,94
3588,46,78
912,48,19
325,5,65
2070,46,45
2340,39,60
105,5,21
3456,54,64
3355,61,55
6864,78,88
